dsa,dbms,os,cn,oops,system_design,aptitude,web_dev,overall_accuracy,attempts,improvement_rate,learning_velocity,consistency_score,weak_topic_count,readiness_score,readiness_category
58.2,66.5,16.0,56.1,49.6,56.7,55.5,56.0,51.8,1,-4.8,11.4,54.5,7,53.6,0
57.7,52.3,54.1,55.0,45.6,45.0,52.2,58.4,52.5,2,0.4,11.4,85.0,8,52.1,0
56.2,42.8,68.2,53.0,33.1,52.5,61.2,62.1,53.6,5,8.5,9.4,66.3,5,53.7,0
64.1,100.0,66.8,61.6,64.0,71.9,74.7,52.4,69.4,6,15.9,11.1,57.9,1,87.1,2
38.2,38.3,28.2,51.5,37.4,10.0,24.5,25.2,31.7,5,11.7,9.4,62.7,8,29.2,0
33.9,57.8,50.5,45.1,61.5,55.9,45.0,63.8,51.7,1,-1.3,14.6,70.0,6,44.4,0
10.0,36.1,48.9,53.2,29.5,15.1,44.6,24.1,32.7,1,-1.9,12.9,52.7,8,26.0,0
49.4,64.4,50.1,48.1,69.2,48.6,91.3,60.8,60.2,10,24.8,9.0,55.2,4,62.3,1
60.2,82.7,64.7,62.8,57.5,42.4,66.2,89.6,65.8,1,-4.3,12.1,56.0,2,73.6,1
22.9,63.1,28.8,44.7,33.6,52.5,32.0,15.4,36.6,1,-3.1,12.4,52.7,7,36.3,0
64.3,53.5,49.1,61.5,58.3,39.6,82.8,61.2,58.8,7,15.0,9.5,62.3,4,68.5,1
52.9,87.9,74.4,73.8,70.1,77.1,61.6,73.2,71.4,4,3.5,9.5,68.8,1,78.4,2
36.4,40.5,66.9,58.5,44.5,75.3,51.4,35.5,51.1,2,-0.6,10.6,56.1,6,53.0,0
79.4,68.3,74.0,70.9,57.7,35.2,64.7,62.1,64.0,1,-4.0,12.7,59.6,2,70.3,1
27.6,15.0,15.0,16.5,20.0,16.3,28.8,15.0,19.3,8,9.4,5.9,82.8,8,18.8,0
25.9,50.0,32.8,23.9,28.4,41.6,32.5,44.6,35.0,15,38.8,7.5,71.8,8,34.0,0
50.2,46.1,51.3,33.4,44.5,29.0,61.5,40.4,44.6,1,-3.7,12.2,69.0,7,46.1,0
30.4,36.9,49.3,46.4,42.8,39.2,46.8,43.4,41.9,3,0.1,8.8,81.5,8,39.5,0
39.9,50.4,15.0,65.4,26.3,34.3,41.6,47.0,40.0,2,2.9,12.2,54.0,7,37.1,0
46.3,50.8,18.8,35.1,49.3,19.8,38.9,40.7,37.5,7,13.8,7.8,62.9,8,38.0,0
55.0,64.8,38.0,75.9,53.6,43.3,46.4,59.3,54.5,2,-0.1,10.9,63.3,6,54.8,0
98.2,56.2,70.5,71.3,94.4,77.6,58.6,93.0,77.5,5,7.1,9.8,51.3,2,88.4,2
48.2,89.5,47.4,73.1,55.7,62.6,64.6,72.0,64.1,3,-0.4,9.7,57.8,3,69.2,1
54.3,50.8,60.2,61.6,56.4,32.6,60.6,78.5,56.9,3,5.9,11.7,61.7,4,58.2,0
49.4,88.9,63.8,61.7,61.5,74.7,69.7,67.7,67.2,7,17.4,10.1,65.6,1,75.3,1
68.8,78.4,57.5,73.4,71.3,82.6,64.0,86.3,72.8,3,4.1,11.7,71.4,1,83.7,2
83.7,86.7,84.4,60.1,100.0,79.6,85.9,82.6,82.9,7,12.1,9.8,67.0,0,95.5,2
77.2,51.3,32.9,39.6,32.9,30.8,52.5,60.3,47.2,2,-0.7,10.7,51.3,6,47.7,0
44.6,46.8,45.3,25.2,40.1,28.3,51.6,40.8,40.3,1,-4.3,11.5,72.6,8,39.3,0
22.9,18.7,15.0,36.7,20.0,10.0,41.7,41.3,25.8,3,-0.4,7.5,63.0,8,17.9,0
78.5,55.5,45.9,48.6,61.0,50.9,44.7,80.1,58.2,3,0.6,9.9,57.9,5,58.6,0
64.6,62.1,59.3,83.7,44.4,73.1,78.5,62.6,66.0,3,7.1,12.8,63.2,2,74.7,1
80.5,72.8,49.8,63.8,71.8,42.7,61.6,60.5,62.9,6,16.8,10.7,62.9,2,74.6,1
59.2,37.1,56.0,64.8,64.8,32.3,41.5,40.2,49.5,3,2.7,10.1,60.7,6,50.9,0
73.1,78.8,62.5,54.9,69.3,70.6,65.8,74.2,68.6,8,23.2,10.4,77.6,1,82.8,2
10.0,20.8,44.1,15.0,20.0,31.4,30.5,28.3,25.0,3,3.9,9.1,67.7,8,18.0,0
76.8,62.9,49.9,49.5,56.2,39.8,71.1,38.5,55.6,1,-3.4,12.7,58.4,5,59.6,0
64.4,82.1,31.7,85.6,81.2,71.5,63.5,98.0,72.2,1,-0.7,15.0,40.1,1,79.3,2
28.8,41.2,15.0,59.4,33.5,13.9,20.2,34.8,30.8,8,15.6,7.2,54.7,8,28.3,0
23.1,33.2,18.0,40.4,31.1,23.1,20.0,29.2,27.3,1,-2.3,12.6,77.4,8,23.2,0
44.1,58.1,97.0,40.0,70.9,24.8,59.5,70.9,58.2,1,-1.9,14.2,33.3,5,54.1,0
24.2,50.3,39.2,28.3,32.2,39.8,41.7,33.2,36.1,1,-4.1,11.4,75.2,8,32.7,0
66.7,54.9,78.2,46.2,64.1,56.9,76.5,81.0,65.6,2,-2.5,10.3,62.7,3,69.4,1
12.6,25.0,49.5,37.0,43.1,23.1,40.7,23.0,31.8,3,6.3,11.1,62.2,8,28.7,0
46.5,45.8,34.6,47.2,53.1,42.9,59.0,47.2,47.0,1,-4.1,11.9,78.7,8,42.3,0
59.1,51.1,25.4,46.2,52.5,38.5,33.0,45.9,44.0,3,2.4,9.8,66.9,8,44.7,0
65.1,79.8,65.1,44.2,63.2,39.8,75.9,51.1,60.5,2,-1.0,10.9,57.0,3,63.9,1
43.8,40.9,15.0,25.6,44.4,40.2,51.7,30.6,36.5,6,17.2,9.9,64.3,8,38.0,0
50.5,84.3,72.7,62.8,57.9,50.5,56.9,55.4,61.4,7,12.7,8.9,64.9,5,63.2,1
17.7,44.3,36.5,45.4,30.4,31.1,29.0,31.2,33.2,5,10.1,9.0,73.3,8,29.3,0
63.6,47.4,58.7,36.9,52.9,25.2,59.1,45.8,48.7,3,5.4,11.3,61.6,7,48.6,0
32.4,52.3,42.5,46.3,53.5,32.2,22.3,55.9,42.2,1,-0.5,14.6,63.8,8,31.8,0
72.9,71.8,77.1,85.5,73.8,63.3,68.0,78.6,73.9,7,11.8,9.3,79.8,0,84.0,2
61.2,67.2,64.4,33.4,69.9,45.1,54.3,62.4,57.2,2,-0.3,11.6,62.9,3,65.2,1
54.1,32.8,50.0,68.1,47.6,48.6,45.5,55.7,50.3,2,-1.8,9.8,70.1,7,49.1,0
100.0,64.8,80.2,89.0,100.0,42.6,78.3,79.3,79.3,9,12.0,8.4,43.3,1,92.2,2
60.9,51.1,27.5,57.6,42.5,32.1,35.8,34.4,42.7,13,22.2,6.6,62.8,7,42.5,0
25.2,66.6,48.6,41.0,59.7,51.9,45.1,34.2,46.5,8,11.9,7.6,60.0,7,46.0,0
37.4,64.2,68.0,53.3,34.5,66.2,35.0,53.7,51.5,15,45.0,8.4,57.4,5,56.0,0
19.8,29.0,40.9,50.1,25.4,13.2,24.1,15.0,27.2,8,13.5,7.2,62.0,8,25.6,0
43.0,49.9,46.9,26.1,32.4,29.9,37.2,15.0,35.0,5,5.8,7.5,65.2,8,34.3,0
82.2,96.9,68.9,91.0,94.1,80.8,95.2,87.5,87.1,2,0.7,13.1,71.8,0,98.9,2
64.4,52.9,45.1,56.0,63.9,51.9,62.0,57.1,56.7,11,22.7,8.1,80.0,5,61.0,1
37.9,59.6,29.0,36.5,22.4,21.0,56.8,60.8,40.5,8,14.8,7.7,50.6,7,37.0,0
34.5,58.8,31.5,45.9,54.8,35.2,39.0,39.7,42.4,1,-0.4,15.0,70.3,8,37.6,0
42.9,67.2,34.0,56.6,38.5,13.5,46.6,62.9,45.3,3,2.2,10.0,48.0,6,41.0,0
56.3,99.0,76.4,70.0,83.2,66.5,80.5,72.1,75.5,1,-0.7,15.0,62.0,1,82.5,2
15.6,45.0,28.0,23.4,36.9,10.0,36.4,38.5,29.2,11,15.7,5.8,63.6,8,25.2,0
24.2,20.1,53.3,49.0,41.0,44.0,42.4,44.7,39.8,3,4.5,10.5,65.2,8,36.7,0
38.2,55.6,47.2,59.2,58.4,36.1,51.0,57.1,50.4,1,-2.9,13.0,72.8,8,43.1,0
55.8,52.4,39.3,70.5,66.5,50.9,59.5,71.2,58.3,2,2.1,13.3,67.2,5,59.3,0
30.2,29.4,32.6,15.0,27.7,25.4,20.0,30.2,26.3,14,22.6,5.5,82.1,8,25.1,0
68.0,65.7,38.9,56.3,49.6,60.4,70.4,50.6,57.5,4,7.6,10.9,67.8,4,68.7,1
87.1,76.2,83.4,70.0,79.9,85.5,93.9,82.5,82.3,2,2.7,14.3,78.4,0,99.1,2
89.3,64.4,64.8,96.9,84.6,63.3,72.3,82.0,77.2,3,3.2,11.5,61.7,0,86.8,2
53.7,50.0,57.5,57.0,41.7,47.3,49.8,54.2,51.4,1,-1.1,14.8,84.1,8,50.2,0
17.8,25.7,15.0,26.7,36.1,10.0,20.3,27.2,22.4,1,-4.0,10.9,75.4,8,19.2,0
52.2,26.4,36.7,21.7,20.0,43.5,21.6,15.0,29.6,4,5.2,8.2,60.9,8,30.5,0
70.8,62.2,60.2,58.8,48.4,40.4,71.0,78.4,61.3,3,3.1,10.7,62.7,3,65.0,1
24.6,31.6,20.6,36.1,20.4,30.8,20.0,15.0,24.9,2,-2.2,8.5,78.4,8,24.5,0
57.8,54.6,36.4,33.8,58.8,61.0,64.1,49.6,52.0,3,0.0,9.2,66.2,6,56.9,0
41.4,53.9,60.7,43.2,32.8,39.7,33.1,29.3,41.8,1,-3.9,11.5,67.5,7,40.1,0
64.3,67.1,55.2,60.0,61.0,56.1,47.9,70.1,60.2,11,32.9,10.1,78.6,3,73.2,1
67.3,76.8,68.4,71.4,77.2,53.6,63.5,69.8,68.5,2,2.1,13.1,77.3,1,78.7,2
71.3,62.8,53.3,75.7,77.5,57.3,82.8,73.1,69.2,1,-3.0,13.6,69.0,2,78.7,2
65.2,100.0,100.0,64.2,69.8,39.1,68.5,81.9,73.6,1,-2.1,14.9,39.6,1,81.2,2
41.9,67.6,62.9,44.0,57.9,54.5,60.1,82.2,58.9,1,-4.5,12.1,61.3,4,58.6,0
45.3,88.9,62.0,65.9,67.6,83.3,71.6,66.2,68.8,1,-1.7,15.0,60.2,1,76.6,1
70.7,53.4,67.0,77.2,82.5,50.4,62.9,50.1,64.3,2,0.2,11.7,63.1,3,69.4,1
33.8,49.2,62.0,64.7,53.4,46.7,68.9,50.3,53.6,5,5.5,8.4,66.1,5,50.0,0
26.0,20.1,27.3,19.3,37.0,10.0,20.0,15.0,21.8,2,-1.9,8.6,75.3,8,19.5,0
63.1,100.0,71.8,67.7,84.4,71.1,78.6,72.2,76.1,2,2.5,13.9,65.2,0,84.0,2
66.9,78.5,84.4,72.0,79.6,60.8,89.8,61.3,74.2,10,19.7,9.2,68.0,0,91.5,2
43.1,44.0,50.1,36.0,45.7,58.1,45.2,42.0,45.5,2,0.9,11.7,80.7,8,46.6,0
48.6,62.1,46.5,58.1,54.6,57.4,47.4,26.5,50.2,6,6.0,7.3,66.8,7,50.6,0
12.6,30.9,20.3,43.8,21.0,44.4,37.7,43.8,31.8,1,-2.6,12.2,62.5,8,30.4,0
42.4,48.8,32.6,46.0,46.4,24.3,45.1,51.5,42.1,1,-3.9,12.1,72.7,8,36.8,0
58.1,52.8,65.0,52.5,65.3,62.2,57.5,81.0,61.8,3,5.2,11.6,72.5,4,64.7,1
19.4,41.3,42.5,27.4,32.2,39.6,22.4,48.2,34.1,1,-4.0,11.3,69.0,8,27.7,0
52.8,49.3,52.4,32.3,32.4,26.3,45.2,51.1,42.7,9,10.6,6.1,68.0,8,40.2,0
35.2,65.8,56.5,47.2,53.2,66.6,58.3,54.4,54.6,1,-2.2,13.9,69.6,6,52.6,0
48.6,47.3,48.9,50.4,44.8,51.6,47.6,57.5,49.6,4,7.1,10.1,88.6,8,50.2,0
52.7,28.4,21.6,49.9,42.5,52.8,34.4,27.5,38.7,4,2.0,7.6,62.9,8,35.8,0
60.2,32.4,74.5,84.2,76.7,50.0,77.6,69.2,65.6,1,-0.7,15.0,48.4,2,68.2,1
12.7,15.0,20.8,15.0,20.0,10.0,20.0,15.8,16.2,5,13.0,8.8,88.5,8,13.9,0
77.3,72.1,52.7,76.8,71.0,68.7,70.7,54.3,67.9,3,2.6,11.2,71.8,2,79.6,2
28.8,39.7,52.4,49.2,35.5,51.0,33.0,33.3,40.4,5,15.8,10.8,72.3,8,36.6,0
53.9,53.1,46.3,43.5,51.5,55.3,52.9,64.6,52.6,7,16.1,9.3,81.2,7,52.6,0
65.6,90.8,56.3,61.2,65.2,39.2,61.3,53.1,61.6,2,0.9,12.1,56.4,3,72.7,1
47.2,59.6,60.2,69.7,46.3,72.1,69.6,44.3,58.6,3,3.0,10.4,65.8,4,61.6,1
65.4,43.8,56.1,53.8,83.6,46.0,49.0,51.8,56.2,2,0.9,11.9,61.3,6,58.2,0
58.6,62.4,70.8,28.6,68.2,35.3,38.1,63.1,53.1,1,-2.5,13.5,50.7,4,54.3,0
47.9,60.5,62.5,23.1,69.1,38.2,69.7,59.5,53.8,1,-2.5,13.6,51.2,4,52.6,0
79.0,54.8,63.1,69.5,55.4,39.7,57.8,62.6,60.2,12,36.2,9.9,65.5,4,69.4,1
60.0,72.8,30.7,70.0,48.8,29.9,84.8,68.8,58.2,3,3.8,11.5,39.9,3,60.4,1
41.7,39.3,44.8,36.7,28.7,26.7,43.8,42.7,38.0,1,-2.1,12.9,79.3,8,36.4,0
65.2,85.8,58.7,79.6,77.0,44.0,80.8,89.2,72.5,1,-4.1,13.1,54.0,2,75.8,1
35.5,21.5,50.5,22.2,38.2,39.6,51.6,34.4,36.7,2,3.7,12.8,66.6,8,36.0,0
67.8,77.6,74.9,59.0,64.7,76.0,52.8,68.5,67.7,1,-4.3,12.7,74.1,2,73.8,1
67.0,79.4,60.2,68.7,45.9,61.4,50.5,77.8,63.9,2,1.0,12.3,64.4,2,72.8,1
10.0,58.7,48.7,48.1,30.0,33.0,39.0,43.2,38.8,1,-3.6,11.7,55.6,8,31.3,0
76.5,58.2,76.3,67.2,68.8,41.6,68.4,53.8,63.8,1,-2.0,14.8,64.2,3,68.1,1
61.5,62.1,66.3,44.4,58.1,67.8,55.9,52.0,58.5,4,10.4,11.9,76.9,4,65.1,1
62.6,59.7,38.4,64.1,54.5,80.1,68.2,48.9,59.6,9,28.3,10.3,62.2,4,65.6,1
53.6,56.5,48.5,49.7,40.1,62.3,50.6,43.0,50.5,2,-0.1,10.9,78.7,7,49.3,0
65.6,60.1,45.7,47.5,77.8,35.7,72.4,65.4,58.8,7,13.3,9.0,56.6,3,65.0,1
11.3,29.4,23.4,15.0,43.1,30.7,31.7,58.9,30.4,1,-2.3,12.9,54.4,8,23.2,0
39.0,55.5,47.7,60.3,61.8,42.3,52.3,51.1,51.2,6,14.5,9.8,75.9,6,52.3,0
35.9,30.2,50.9,26.6,35.3,23.1,47.2,40.8,36.2,1,-4.6,10.6,71.0,8,31.6,0
79.3,83.5,80.0,78.4,63.7,68.8,65.6,90.0,76.2,7,7.7,8.5,72.4,0,86.5,2
44.8,46.6,59.5,57.2,62.1,78.8,54.1,72.4,59.4,8,8.6,7.0,64.9,5,55.3,0
59.4,40.7,60.1,36.9,64.5,46.7,42.4,64.6,51.9,6,5.9,7.5,65.8,5,54.8,0
60.1,78.6,52.3,68.8,78.5,50.1,81.2,54.2,65.5,6,11.9,9.7,61.4,3,71.4,1
89.6,100.0,58.7,66.7,85.3,74.4,100.0,60.9,79.4,3,1.3,10.8,50.1,1,88.3,2
56.6,63.8,21.8,24.5,42.6,19.3,44.4,35.2,38.5,2,-0.2,10.6,51.0,7,38.5,0
63.3,60.2,62.5,39.3,60.3,43.5,65.8,62.0,57.1,4,8.4,11.0,70.3,2,67.3,1
65.5,71.6,70.5,59.4,64.4,66.3,58.7,50.0,63.3,3,6.1,12.0,78.9,3,73.6,1
48.9,49.9,67.2,77.7,40.2,52.8,55.6,36.9,53.6,1,-4.8,11.6,59.8,6,53.5,0
27.5,25.0,15.0,21.4,24.1,44.9,20.0,15.0,24.1,3,1.0,7.8,71.5,8,21.4,0
68.6,60.4,81.7,89.2,61.4,62.6,53.7,100.0,72.2,4,2.6,9.2,51.3,1,79.6,2
65.7,83.8,93.0,87.8,91.6,44.2,77.1,66.3,76.2,1,-1.5,15.0,50.1,1,81.6,2
58.8,86.3,79.7,79.5,70.6,43.2,64.9,94.6,72.2,4,8.1,11.5,50.9,2,74.6,1
61.2,90.7,84.2,87.4,69.2,73.7,64.7,64.0,74.4,4,7.9,11.2,65.4,0,84.2,2
34.5,46.8,58.8,68.3,49.8,28.2,48.7,57.8,49.1,1,-4.2,11.7,60.9,7,43.5,0
47.7,57.7,36.8,56.1,32.2,18.7,31.1,37.6,39.7,2,-1.0,10.0,60.1,8,39.4,0
33.3,26.7,15.0,15.0,24.0,10.0,24.1,20.2,21.0,12,29.6,6.8,77.5,8,22.7,0
77.4,68.1,46.4,63.3,70.1,73.1,62.8,75.6,67.1,8,10.0,7.9,70.4,1,79.9,2
84.4,59.5,49.3,46.5,65.2,43.6,66.0,50.0,58.1,2,-0.5,11.0,59.3,5,65.2,1
50.2,75.6,52.9,71.8,63.3,38.0,47.8,41.6,55.2,2,1.7,12.4,58.8,5,62.1,1
50.5,43.6,41.5,41.2,45.8,55.8,42.1,34.4,44.4,1,-2.0,13.5,80.6,8,44.5,0
13.2,28.7,27.7,53.3,20.0,39.3,20.0,18.8,27.6,1,-0.9,13.7,60.8,8,22.8,0
79.5,59.5,52.8,81.9,74.1,96.2,93.4,82.2,77.4,2,-0.0,12.6,54.8,2,85.9,2
57.0,73.7,83.0,73.6,91.5,85.5,73.1,51.5,73.6,10,21.7,9.3,59.0,2,84.2,2
81.7,78.4,84.5,69.2,76.0,81.5,70.8,78.1,77.5,12,19.9,8.1,84.0,0,90.5,2
73.5,69.8,80.9,74.4,98.7,58.7,77.4,92.4,78.2,6,15.8,11.3,62.2,1,87.2,2
35.1,49.7,45.5,63.7,51.9,62.5,59.5,53.7,52.7,2,0.4,11.8,71.5,6,53.7,0
47.9,36.9,60.5,56.0,78.4,67.1,61.0,48.4,57.0,1,-3.3,12.9,61.6,4,62.3,1
70.4,43.9,49.6,44.2,40.0,69.7,54.8,73.0,55.7,4,2.8,8.5,59.7,5,59.3,0
52.6,64.8,53.9,43.9,43.8,45.1,46.7,65.9,52.1,4,8.1,10.3,73.0,6,53.4,0
56.7,32.7,66.6,72.7,52.4,35.6,47.6,53.1,52.2,2,0.7,11.4,58.8,6,51.7,0
62.7,70.9,58.7,87.5,71.5,42.2,31.1,52.2,59.6,5,8.2,9.6,46.6,4,63.0,1
33.4,47.1,38.9,31.9,43.0,45.7,31.1,43.5,39.3,5,11.6,9.4,80.7,8,41.6,0
57.8,85.7,47.1,69.3,38.8,42.1,72.8,45.6,57.4,6,12.9,9.6,49.3,5,62.6,1
34.3,44.8,43.9,23.4,26.3,29.8,35.8,16.5,31.8,3,-0.7,7.7,70.6,8,29.9,0
40.7,65.7,62.5,50.6,42.9,35.8,43.9,59.6,50.2,6,15.4,10.1,66.6,6,53.4,0
67.8,63.8,61.1,45.1,45.2,50.1,55.7,53.0,55.2,1,-4.3,12.2,74.7,5,57.6,0
88.4,75.5,61.2,87.5,75.0,72.9,70.5,50.2,72.6,4,3.4,9.9,62.1,1,82.8,2
35.0,48.6,30.3,46.0,20.0,37.3,48.2,45.3,38.8,1,-0.2,14.8,69.6,8,35.9,0
35.4,57.1,20.6,52.4,52.3,47.7,51.7,59.9,47.1,2,0.1,10.8,61.1,8,44.3,0
36.5,48.8,37.7,58.6,53.4,21.4,38.0,53.9,43.5,1,-2.4,13.2,63.1,8,37.0,0
85.9,79.9,72.8,53.5,81.3,56.1,66.0,58.7,69.3,1,-1.4,15.0,62.6,3,75.9,1
32.1,71.1,43.4,35.7,27.5,27.1,26.4,15.0,34.8,15,40.8,7.8,49.7,7,34.6,0
55.8,50.2,50.3,55.2,38.8,29.1,42.2,50.2,46.5,2,3.4,13.1,72.6,8,42.4,0
70.0,74.0,89.2,67.3,83.0,53.9,67.8,64.1,71.2,10,10.5,7.3,67.0,1,82.6,2
65.4,68.1,71.3,69.1,79.9,48.4,62.6,57.3,65.3,1,-0.8,15.0,71.6,2,74.3,1
28.8,41.3,32.1,29.8,52.1,39.0,41.8,15.4,35.0,1,-1.9,13.3,67.0,8,33.9,0
37.2,63.8,40.9,67.5,60.9,49.3,62.9,71.8,56.8,3,4.3,10.7,61.9,3,59.7,0
70.0,63.1,58.0,73.7,63.6,66.8,61.5,48.0,63.1,2,0.3,11.8,76.5,2,71.7,1
66.7,81.1,71.9,93.6,74.2,74.6,69.7,56.2,73.5,4,8.5,11.9,67.5,1,83.5,2
78.4,70.7,83.3,80.9,80.4,67.1,76.4,92.8,78.8,2,-1.9,11.1,76.5,0,90.7,2
66.1,71.3,69.5,50.8,60.9,59.0,68.2,65.3,63.9,6,16.1,10.8,79.9,2,73.3,1
58.6,45.5,46.1,44.7,51.1,53.8,48.3,48.5,49.6,2,-2.3,9.7,85.8,8,49.4,0
29.0,24.7,34.1,29.6,33.1,10.0,55.0,40.9,32.0,3,2.8,9.5,61.4,8,24.8,0
44.8,38.8,41.7,31.3,35.2,27.8,34.2,38.1,36.5,2,0.5,10.6,83.5,8,34.6,0
35.2,60.5,50.2,53.0,49.9,37.6,42.8,40.3,46.2,5,4.9,7.5,74.2,7,42.1,0
78.4,45.6,25.7,29.7,44.3,67.4,25.4,29.7,43.3,4,3.9,8.8,39.9,6,49.6,0
23.8,33.4,41.9,37.5,38.7,23.1,33.9,24.8,32.1,2,1.5,11.7,78.0,8,26.2,0
66.9,60.7,39.9,34.9,37.3,17.9,43.1,29.9,41.3,2,0.8,11.0,52.4,6,43.8,0
26.7,30.9,36.5,15.0,20.0,10.0,30.9,23.3,24.2,4,6.5,8.8,73.4,8,24.0,0
41.3,50.9,41.0,43.6,45.9,15.2,35.1,35.2,38.5,10,13.2,6.2,67.7,8,37.9,0
80.3,79.6,90.5,81.3,88.7,75.7,94.0,89.3,84.9,1,-2.0,15.0,80.6,0,96.6,2
47.1,66.9,62.5,80.3,65.8,48.6,76.3,62.4,63.7,6,8.0,8.8,65.0,2,72.5,1
20.8,44.8,19.2,26.8,31.2,14.1,22.2,20.2,24.9,3,1.7,8.6,71.5,8,19.6,0
69.5,75.9,82.3,79.2,59.4,66.1,69.1,78.2,72.5,3,5.5,12.5,76.9,1,82.8,2
42.6,43.7,51.1,44.0,55.0,44.4,38.1,49.7,46.1,12,41.2,9.4,83.7,8,46.8,0
44.3,16.6,40.2,15.0,26.4,28.0,35.8,22.3,28.6,4,4.1,8.1,67.9,8,31.6,0
19.4,28.4,29.4,15.0,20.0,16.1,20.0,15.0,20.4,7,15.6,7.5,83.1,8,19.1,0
77.3,66.7,62.0,79.0,83.6,72.2,84.8,76.5,75.3,3,2.5,11.2,76.3,0,89.7,2
74.2,82.7,62.7,73.7,76.0,36.4,66.1,64.3,67.0,1,-1.1,15.0,57.9,1,79.2,2
31.1,55.8,65.9,52.4,72.6,48.5,47.3,62.6,54.5,5,11.8,10.3,61.4,5,54.5,0
54.0,77.7,77.2,90.6,64.5,64.8,98.8,61.7,73.7,9,28.6,11.1,54.2,1,81.7,2
12.3,40.8,32.4,39.8,21.6,27.2,20.0,16.9,26.4,7,12.9,7.5,68.5,8,22.4,0
48.8,58.7,50.4,74.7,41.7,39.4,61.8,45.9,52.7,1,-4.7,11.5,64.8,6,48.6,0
35.1,77.6,72.6,26.2,59.2,48.5,40.3,63.9,52.9,2,1.4,12.3,45.0,5,50.8,0
49.7,76.2,36.6,81.1,55.6,57.3,65.4,53.8,59.5,3,1.1,9.7,56.9,5,58.5,0
28.1,32.8,48.8,38.4,38.1,62.4,71.9,44.1,45.6,3,6.0,11.3,55.2,6,45.5,0
83.5,76.2,75.6,77.0,77.1,45.4,89.8,71.2,74.5,1,-2.7,14.5,61.0,1,80.1,2
45.8,51.5,26.4,58.1,30.8,44.4,54.2,53.5,45.6,1,-3.7,11.8,65.7,8,42.6,0
75.9,69.5,97.5,50.9,95.1,87.8,80.2,84.7,80.2,5,5.5,9.7,54.9,1,91.7,2
51.0,57.1,40.5,69.8,67.0,47.9,84.6,55.1,59.1,5,7.2,9.9,57.9,5,62.4,1
59.6,55.0,63.5,75.8,57.0,53.2,65.9,73.2,62.9,7,5.9,7.4,75.1,4,65.3,1
26.8,24.0,31.2,18.4,20.0,24.6,42.8,31.3,27.4,10,27.9,7.9,76.7,8,27.7,0
51.7,15.0,31.1,55.8,26.1,65.7,31.2,55.7,41.5,2,1.7,11.8,46.3,7,39.8,0
61.1,29.6,44.3,51.0,34.8,66.4,52.2,34.5,46.7,7,15.1,8.4,60.3,6,50.0,0
59.9,28.5,44.4,50.3,44.0,23.8,51.3,35.8,42.2,4,3.1,8.5,63.6,8,39.9,0
59.8,71.5,69.5,66.2,65.4,47.4,49.5,56.9,60.8,12,25.7,8.1,73.1,4,68.3,1
32.1,47.7,78.9,54.8,21.2,34.7,32.9,38.4,42.6,2,1.5,11.3,46.5,7,35.5,0
23.9,37.9,38.2,43.4,38.0,37.3,20.0,48.1,35.8,2,2.6,11.9,71.9,8,30.4,0
63.8,50.1,55.2,61.1,54.2,45.3,20.0,55.6,50.7,5,11.4,9.9,59.1,6,54.6,0
44.4,50.1,31.5,32.9,49.8,24.8,30.8,44.9,38.7,10,22.1,7.8,70.8,8,36.8,0
66.0,48.6,60.9,66.6,69.2,38.3,55.5,57.1,57.8,7,20.4,10.5,68.9,4,61.9,1
10.0,31.0,15.0,25.2,20.0,10.0,20.0,16.4,18.5,5,8.8,7.6,78.3,8,13.6,0
40.8,58.0,65.1,71.2,61.6,21.5,43.4,51.2,51.6,2,1.4,12.2,52.0,5,50.7,0
58.5,74.4,45.8,48.5,81.3,34.6,61.2,71.4,59.5,5,11.4,10.7,52.4,4,64.1,1
39.5,54.4,31.0,59.0,57.7,54.9,45.8,26.4,46.1,6,6.4,7.3,62.4,8,45.8,0
67.4,71.8,78.7,53.7,84.3,68.0,60.4,65.1,68.7,5,5.8,9.1,70.9,1,81.4,2
57.0,70.2,67.8,96.3,68.6,66.4,56.2,78.2,70.1,4,7.6,11.0,61.8,2,78.0,2
65.5,68.7,80.6,53.7,59.6,55.0,59.0,51.5,61.7,1,-0.6,15.0,71.3,5,61.2,1
86.1,71.9,75.4,56.3,46.9,63.5,86.7,94.9,72.7,4,2.6,9.5,50.7,2,82.2,2
39.2,65.6,65.2,56.0,47.2,49.1,42.9,46.4,51.4,3,5.3,11.7,70.4,6,51.3,0
26.9,55.9,48.8,67.1,47.5,24.5,64.5,46.6,47.7,12,35.9,9.3,53.4,6,43.6,0
53.9,35.4,37.7,45.8,36.1,44.1,52.8,52.1,44.7,4,7.3,9.6,76.9,8,45.3,0
10.0,23.5,28.1,40.2,20.0,24.9,20.0,33.2,25.0,4,8.2,8.8,72.6,8,20.6,0
69.7,77.9,71.4,69.6,77.8,50.0,80.3,78.1,71.8,15,44.7,10.0,70.7,1,86.2,2
56.1,63.5,63.4,43.8,51.2,27.5,41.5,53.2,50.0,1,-4.5,11.5,63.7,6,49.1,0
69.5,51.0,68.0,60.3,70.8,67.4,74.1,91.3,69.0,2,1.1,12.7,65.5,1,76.9,1
47.8,50.6,35.0,43.3,57.1,48.4,71.5,32.8,48.3,4,7.0,10.0,63.1,7,45.5,0
72.9,64.7,55.8,53.3,67.5,74.4,86.1,51.0,65.7,2,2.0,13.4,63.9,3,78.0,2
